Timestamp,Open,High,Low,Close,Volume
2024-05-01 09:30:00,182.0,182.20981505434358,181.97462386052823,181.85080652680827,5487
2024-05-01 09:31:00,181.85080652680827,182.1812285431339,181.21719143525902,182.64396408183444,9369
2024-05-01 09:32:00,182.64396408183444,182.85052518786142,182.39416047460116,182.40796600321372,8419
2024-05-01 09:33:00,182.40796600321372,182.50664613836776,182.2045818827573,181.4554515502654,4952
2024-05-01 09:34:00,181.4554515502654,181.4574776384593,181.28791118410294,181.45432477596242,5786
2024-05-01 09:35:00,181.45432477596242,181.552878649232,181.23873018509784,181.09106893301274,8383
2024-05-01 09:36:00,181.09106893301274,181.17333231739724,180.70529736504025,181.34415286620379,8654
2024-05-01 09:37:00,181.34415286620379,181.4901468378973,181.26422799329325,182.17180666262647,5733
2024-05-01 09:38:00,182.17180666262647,182.28238083616765,181.92250550040723,181.80858068627796,8140
2024-05-01 09:39:00,181.80858068627796,181.9511530377592,181.73940489522784,181.53541039063057,7531
2024-05-01 09:40:00,181.53541039063057,181.5514905891273,181.4296195510195,181.53558426146145,1443
2024-05-01 09:41:00,181.53558426146145,181.98925090886053,181.35253055516324,181.1503410432176,4771
2024-05-01 09:42:00,181.1503410432176,181.25005687077916,180.97111071671793,181.65935203790093,6478
2024-05-01 09:43:00,181.65935203790093,181.80531784035512,181.5108844777406,181.42366230254152,8707
2024-05-01 09:44:00,181.42366230254152,181.77976232264322,181.33879056226706,181.78483613467296,8622
2024-05-01 09:45:00,181.78483613467296,182.1335180909804,181.7596209642996,181.10414272444922,1163
2024-05-01 09:46:00,181.10414272444922,181.13296493481508,180.70581750005883,181.03085188464567,6065
2024-05-01 09:47:00,181.03085188464567,181.2473656269849,180.88547443051317,181.19075745733988,1687
2024-05-01 09:48:00,181.19075745733988,181.19528884642537,181.11367987101247,181.4944045703119,2662
2024-05-01 09:49:00,181.4944045703119,181.60957736888142,181.37312238294058,181.40866500469053,2170
2024-05-01 09:50:00,181.40866500469053,181.47928842810327,181.40580969189867,181.54006418529087,4994
2024-05-01 09:51:00,181.54006418529087,181.57650005128818,181.23134038586335,181.68394873285405,7780
2024-05-01 09:52:00,181.68394873285405,181.7097353836803,181.43765217594662,181.34446383636987,8549
2024-05-01 09:53:00,181.34446383636987,181.43879536625366,181.15224826087473,181.682307730601,2684
2024-05-01 09:54:00,181.682307730601,181.9154476209408,181.5753026225641,181.658823083094,6550
2024-05-01 09:55:00,181.658823083094,181.77896264271408,181.00624119367913,181.91035632109705,2809
2024-05-01 09:56:00,181.91035632109705,181.91742388688004,181.4727786666485,182.17102952898,2060
2024-05-01 09:57:00,182.17102952898,182.32326579313684,182.05787224367847,181.35584994325927,2420
2024-05-01 09:58:00,181.35584994325927,181.49752282323442,181.33641337609393,180.85803843330257,2203
2024-05-01 09:59:00,180.85803843330257,180.8661095206518,180.71241808227128,180.7684812399427,1523
2024-05-01 10:00:00,180.7684812399427,181.03460675477436,180.51150878038783,180.52881458386793,3954
2024-05-01 10:01:00,180.52881458386793,180.5912929126416,180.44962638818387,179.79508084974276,2857
2024-05-01 10:02:00,179.79508084974276,180.15269428186295,179.59366976715353,180.3288109443879,7156
2024-05-01 10:03:00,180.3288109443879,180.5364328786834,180.17476897917993,179.83839963971388,5564
2024-05-01 10:04:00,179.83839963971388,179.95209206809508,179.54802242031784,179.59812179104895,8482
2024-05-01 10:05:00,179.59812179104895,179.6486683725092,179.17331565966745,179.8713007439476,7340
2024-05-01 10:06:00,179.8713007439476,180.00766941271306,179.4777668571152,179.9036261875376,3743
2024-05-01 10:07:00,179.9036261875376,179.90953276244937,179.89892770323758,180.66939493130633,2180
2024-05-01 10:08:00,180.66939493130633,181.0721210700086,180.4254323335432,180.29682664243973,1829
